[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/e1ac8_zod_v4_509e264b._.js → 200 (184ms, 1000732B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/f6abc_jose_dist_webapi_0eeb85ce._.js → 200 (103ms, 151681B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/node_modules__pnpm_40f3866a._.js → 200 (210ms, 772632B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/_85ebead6._.js → 200 (102ms, 54658B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/src_app_%5Blocale%5D_layout_tsx_c987208b._.js → 200 (106ms, 450B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/node_modules__pnpm_85ba174c._.js → 200 (106ms, 1421B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/src_shared_91182072._.js → 200 (255ms, 1064128B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/src_themes_default_blocks_6739c4a4._.js → 200 (210ms, 654441B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/src_1e6ecc0a._.js → 200 (160ms, 18833B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/17c6b_fumadocs-ui_dist_aa11511f._.js → 200 (211ms, 136432B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/0894d_tailwind-merge_dist_bundle-mjs_mjs_49fc4ea1._.js → 200 (255ms, 138785B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/0a4c4_next_6837ec7f._.js → 200 (283ms, 194830B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/a8b74_entities_lib_esm_cdd6ab3b._.js → 200 (283ms, 158914B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/f0ca5_markdown-it_9ee8618f._.js → 200 (342ms, 262534B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/fe446_overtype_dist_overtype_esm_78b98aa3.js → 200 (283ms, 156327B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/a3382_%40mdx-js_mdx_lib_e07d5c61._.js → 200 (363ms, 129420B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/370a7_acorn_dist_42c01c8f._.js → 200 (386ms, 531642B)
[2026-03-29T16:23:09.721Z] GET http://localhost:3000/_next/static/chunks/b5ecd_micromark-core-commonmark_dev_lib_bc76a96f._.js → 200 (363ms, 374108B)
